"metabolites","sample","scaled_abundance","abundance","io","qc","corrected_abundance"
"Cadaverine","Sample_011866",5.05523236902988,75801.7317002171,17,FALSE,72514.8859604344
"Cadaverine","Sample_011871",10.6897238158848,150183.80413815,18,FALSE,153595.936409164
"Cadaverine","Sample_011831",11.3756933829274,149782.5100724,19,FALSE,164552.129633816
"Cadaverine","Sample_011836",7.17143985238012,86603.30402556,20,FALSE,102768.594860086
"Cadaverine","Sample_011841",6.97046686185265,76687.3713763246,21,FALSE,98930.9525540892
"Cadaverine","Sample_011891",28.7516372961818,302112.045673632,22,FALSE,426941.644884983
"Cadaverine","Sample_011896",19.016586240518,173583.617771938,23,FALSE,271191.532088936
"Cadaverine","Sample_011901",22.7407806952153,190524.987621824,24,FALSE,332773.762633307
"Cadaverine","QC_S_3",16.8441055069235,125457.755946848,25,TRUE,248433.856959183
"Cadaverine","Sample_011822",13.077714420107,124364.40192246,27,FALSE,187814.86513827
"Cadaverine","Sample_011862",9.11525498549068,95686.3899697457,28,FALSE,129175.016145549
"Cadaverine","Sample_011867",6.31403757048015,73618.2098453361,29,FALSE,89851.160803603
"Cadaverine","Sample_011872",5.47852025195961,70191.2948976362,30,FALSE,78170.9698662776
"Cadaverine","Sample_011832",12.6604178307279,180390.253986117,31,FALSE,184730.430624302
"Cadaverine","Sample_011837",3.88472680860409,59556.5120410915,32,FALSE,56446.8293288047
"Cadaverine","Sample_011842",3.52885939249684,58524.4880214199,33,FALSE,51623.6637162138
"Cadaverine","Sample_011892",4.15813252028344,74385.9495723902,34,FALSE,61361.3457219997
"Cadaverine","Sample_011897",7.84568429919481,151842.753129283,35,FALSE,117630.430355602
"Cadaverine","Sample_011902",2.89728390066409,60193.3785845238,36,FALSE,43955.0291815587
"Cadaverine","QC_S_4",16.8441055069235,359736.225403858,37,TRUE,248433.856959183
"Cadaverine","Sample_011823",9.7240208778917,196145.041810061,39,FALSE,146567.197823794
"Cadaverine","Sample_011863",3.62964911852108,70175.6264308873,40,FALSE,54680.2246030933
"Cadaverine","Sample_011868",4.1686096143181,77021.0907325856,41,FALSE,62695.0152023165
"Cadaverine","Sample_011873",10.3607834188553,180029.496504397,42,FALSE,153395.935604836
"Cadaverine","Sample_011833",8.10595298375764,135099.262688196,43,FALSE,120759.303349234
"Cadaverine","Sample_011838",5.32468025375947,84043.8334804764,44,FALSE,78998.1945201754
"Cadaverine","Sample_011843",9.41155118130121,140108.761549069,45,FALSE,138860.084940271
"Cadaverine","Sample_011893",11.7913329729471,166955.98675207,46,FALSE,174985.298154959
"Cadaverine","Sample_011898",6.95450030299761,91575.8220111607,47,FALSE,101837.317232722
"Cadaverine","Sample_011903",11.7057200034072,146119.077074834,48,FALSE,173053.37746654
"Cadaverine","QC_S_5",16.8441055069235,196133.673992734,49,TRUE,248433.856959183
"Cadaverine","Sample_011824",9.97104742729977,114282.515463947,51,FALSE,145268.048214682
"Cadaverine","Sample_011864",9.16036292568136,104000.614286409,52,FALSE,132432.351822522
"Cadaverine","Sample_011869",8.41340151805828,94877.7589483567,53,FALSE,121029.667952255
"Cadaverine","Sample_011874",12.6988362427077,144400.810245416,54,FALSE,184530.286333513
"Cadaverine","Sample_011834",12.0746298709347,136094.295076407,55,FALSE,174224.77703334
"Cadaverine","Sample_011839",6.3748487989013,70893.4957122244,56,FALSE,90917.970918084
"Cadaverine","Sample_011844",11.1596734495076,128185.335005728,57,FALSE,164685.897670755
"Cadaverine","Sample_011894",7.61802258801087,83993.3555401414,58,FALSE,108103.339551222
"Cadaverine","Sample_011899",10.2619405721748,112950.027674683,59,FALSE,145632.404463996
"Cadaverine","Sample_011904",7.52699465397162,81914.4826350858,60,FALSE,105806.236014498
"Cadaverine","QC_S_6",16.8441055069235,191990.578041786,61,TRUE,248433.856959183
"cADPR","QC_S_1",0.0290557626159688,3294.41996815782,1,TRUE,9158.55329199353
"cADPR","Sample_011820",0.00274315320396894,674.87437224235,3,FALSE,1048.75819455878
"cADPR","Sample_011860",0.00087198887618127,265.660260122461,4,FALSE,338.251374907833
"cADPR","Sample_011865",0.0751052736599714,23848.5365811791,5,FALSE,25718.6018768184
"cADPR","Sample_011870",0.0434160369853609,16564.6402759707,6,FALSE,15492.8178183929
"cADPR","Sample_011830",0.0181236940687297,7669.32572800139,7,FALSE,6332.65258655405
"cADPR","Sample_011835",0.0342026471530645,15314.7139669099,8,FALSE,11319.3234249186
"cADPR","Sample_011840",0.0343578701162803,17292.5116939994,9,FALSE,11567.9401928865
"cADPR","Sample_011890",0.0231298109062627,12397.5457553021,10,FALSE,7574.44470094454
"cADPR","Sample_011895",0.0327143629604739,18960.4895158975,11,FALSE,10660.0204647311
"cADPR","Sample_011900",0.0154820525307295,9540.47771188239,12,FALSE,4967.57945783729
"cADPR","QC_S_2",0.0290557626159688,18888.9944647439,13,TRUE,9158.55329199353
"cADPR","Sample_011821",0.00945299320156016,5984.77047087209,15,FALSE,3004.14315316174
"cADPR","Sample_011861",0.00050780334772912,307.758521666003,16,FALSE,157.257403055806
"cADPR","Sample_011866",0.0106260851018661,6260.68997670976,17,FALSE,3257.55010363359
"cADPR","Sample_011871",0.0120414028986955,6976.54061025968,18,FALSE,3697.61847838676
"cADPR","Sample_011831",0.0250259215414536,14325.2367695006,19,FALSE,7736.55251116577
"cADPR","Sample_011836",0.0164887239442255,9172.909445077,20,FALSE,5049.78484501015
"cADPR","Sample_011841",0.00722587884116464,3904.31085030682,21,FALSE,2191.7588481418
"cADPR","Sample_011891",0.0262715185031379,14558.7102231426,22,FALSE,8337.25112564431
"cADPR","Sample_011896",0.0244458375128633,12748.3159349428,23,FALSE,7450.41145077779
"cADPR","Sample_011901",0.0346418466074947,18156.7643422712,24,FALSE,10833.6926583043
"cADPR","QC_S_3",0.0290557626159688,15027.5191721879,25,TRUE,9158.55329199353
"cADPR","Sample_011822",0.00361924946030767,1688.24528065045,27,FALSE,1110.83204843297
"cADPR","Sample_011862",0.0164196836055799,7256.86856923583,28,FALSE,4972.86026904287
"cADPR","Sample_011867",0.00941388777366809,4004.6897558855,29,FALSE,2862.97342255044
"cADPR","Sample_011872",0.0162804528198941,6643.96271526179,30,FALSE,4964.55673598668
"cADPR","Sample_011832",0.011539573057701,4597.95869504427,31,FALSE,3598.42051526312
"cADPR","Sample_011837",0.0105981727000062,4006.14314788129,32,FALSE,3291.10570270285
"cADPR","Sample_011842",0.0067024137838038,2423.92493726371,33,FALSE,2095.45082904233
"cADPR","Sample_011892",0.00825492394518815,2853.9754072647,34,FALSE,2603.40296445254
"cADPR","Sample_011897",0.00159874891603685,530.581070652314,35,FALSE,512.27231960079
"cADPR","Sample_011902",0.0043365107963557,1371.19078216889,36,FALSE,1406.01424527766
"cADPR","QC_S_4",0.0290557626159688,8377.55511767379,37,TRUE,9158.55329199353
"cADPR","Sample_011823",0.0261333944843165,7139.99664276152,39,FALSE,8418.18558173367
"cADPR","Sample_011863",0.0134045184364598,3516.76805401215,40,FALSE,4315.67400818787
"cADPR","Sample_011868",0.0105532027617456,2651.20621094203,41,FALSE,3392.01557691249
"cADPR","Sample_011873",0.0305040922754226,7222.69477078255,42,FALSE,9651.86264057086
"cADPR","Sample_011833",0.0261753748615931,5958.98012781256,43,FALSE,8333.76400287225
"cADPR","Sample_011838",0.00178633390602324,386.144230558871,44,FALSE,566.393216151493
"cADPR","Sample_011843",0.00645100671907759,1319.0814255745,45,FALSE,2034.1149035788
"cADPR","Sample_011893",0.0274364812073864,5353.20900328695,46,FALSE,8701.59445966677
"cADPR","Sample_011898",0,0,47,FALSE,0
"cADPR","Sample_011903",0.0157126157702785,2723.62631142931,48,FALSE,4964.34788691174
"cADPR","QC_S_5",0.0290557626159688,4719.92089621191,49,TRUE,9158.55329199353
"cADPR","Sample_011824",0.0164707063594127,2635.71560830616,51,FALSE,5128.2987066328
"cADPR","Sample_011864",0,0,52,FALSE,0
"cADPR","Sample_011869",0.0387058066325416,6099.12474028379,53,FALSE,11899.4836941531
"cADPR","Sample_011874",0.0687025893108964,10920.7853196191,54,FALSE,21335.784075856
"cADPR","Sample_011834",0.00298648618798362,470.737377481749,55,FALSE,920.933710061687
"cADPR","Sample_011839",0.00692009814584616,1076.65960108875,56,FALSE,2109.22965897891
"cADPR","Sample_011844",0.0535960548497897,8616.43232661852,57,FALSE,16903.2228433433
"cADPR","Sample_011894",0.0368534624010842,5689.41325447297,58,FALSE,11176.5282467934
"cADPR","Sample_011899",0.041640257947728,6420.01493171699,59,FALSE,12629.1378934084
"cADPR","Sample_011904",0.0204664330945722,3121.23786863109,60,FALSE,6148.42085186309
"cADPR","QC_S_6",0.0290557626159688,4642.91013298581,61,TRUE,9158.55329199353
"Carbamoyl-P","QC_S_1",7.9628446261567,60767.0554184369,1,TRUE,93958.9841402811
"Carbamoyl-P","Sample_011820",16.3650705140117,167732.804838349,3,FALSE,234217.131366491
"Carbamoyl-P","Sample_011860",20.1024405305463,219180.669553614,4,FALSE,291912.629259663
"Carbamoyl-P","Sample_011865",11.0176780128044,110946.405269194,5,FALSE,141235.044687679
"Carbamoyl-P","Sample_011870",20.38242534916,223334.299146532,6,FALSE,272277.383581517
"Carbamoyl-P","Sample_011830",19.0175704244268,212671.068594784,7,FALSE,248753.641093549
"Carbamoyl-P","Sample_011835",12.0344351552787,132641.660138688,8,FALSE,149094.606460425
"Carbamoyl-P","Sample_011840",21.3939357933179,249248.055599784,9,FALSE,269647.22915974
"Carbamoyl-P","Sample_011890",22.0955403874347,259776.546131564,10,FALSE,270868.696184155
"Carbamoyl-P","Sample_011895",17.4876697998874,211984.675064545,11,FALSE,213317.746844819
"Carbamoyl-P","Sample_011900",18.44879230549,227899.647046983,12,FALSE,221594.869062501
"Carbamoyl-P","QC_S_2",7.9628446261567,99892.7642597738,13,TRUE,93958.9841402811
"Carbamoyl-P","Sample_011821",14.8278553917739,199347.444109138,15,FALSE,176402.645108014
"Carbamoyl-P","Sample_011861",17.3541773425875,234084.378297704,16,FALSE,201184.743568092
"Carbamoyl-P","Sample_011866",17.056683678089,234302.974028003,17,FALSE,195743.740318714
"Carbamoyl-P","Sample_011871",14.6016607271842,206531.224232833,18,FALSE,167850.537643585
"Carbamoyl-P","Sample_011831",11.1988155604507,163802.211915212,19,FALSE,129599.988742282
"Carbamoyl-P","Sample_011836",14.2825999314531,212437.277008028,20,FALSE,163745.197638135
"Carbamoyl-P","Sample_011841",13.2416637257803,200097.046482986,21,FALSE,150355.777469112
"Carbamoyl-P","Sample_011891",6.09316938946286,98755.386056413,22,FALSE,72386.3088676045
"Carbamoyl-P","Sample_011896",12.7480448251096,203292.4543765,23,FALSE,145443.524900367
"Carbamoyl-P","Sample_011901",7.93484109181842,132950.394132249,24,FALSE,92894.3249443635
"Carbamoyl-P","QC_S_3",7.9628446261567,137617.895746374,25,TRUE,93958.9841402811
"Carbamoyl-P","Sample_011822",10.2169669712329,159184.480533639,27,FALSE,117388.9842997
"Carbamoyl-P","Sample_011862",14.2672576990662,210561.934660416,28,FALSE,161754.901820388
"Carbamoyl-P","Sample_011867",14.8190452623774,210454.817097913,29,FALSE,168711.232108386
"Carbamoyl-P","Sample_011872",13.7102824190902,186732.220872335,30,FALSE,156507.758650883
"Carbamoyl-P","Sample_011832",9.6509207342359,128297.31327036,31,FALSE,112659.130360438
"Carbamoyl-P","Sample_011837",17.8249574405297,224721.672410104,32,FALSE,207211.957407841
"Carbamoyl-P","Sample_011842",16.4366480174646,198177.183184488,33,FALSE,192368.946241792
"Carbamoyl-P","Sample_011892",18.0925889352809,208450.591783004,34,FALSE,213601.603006618
"Carbamoyl-P","Sample_011897",13.8361072189795,152947.191454614,35,FALSE,165962.519073613
"Carbamoyl-P","Sample_011902",18.5478286093703,195241.161837204,36,FALSE,225121.946826819
"Carbamoyl-P","QC_S_4",7.9628446261567,76384.9140435311,37,TRUE,93958.9841402811
"Carbamoyl-P","Sample_011823",13.3556063177971,131705.516803428,39,FALSE,161050.379747493
"Carbamoyl-P","Sample_011863",19.2720220413312,190512.360534849,40,FALSE,232273.771733415
"Carbamoyl-P","Sample_011868",18.8762410487558,186837.709825807,41,FALSE,227124.792189875
"Carbamoyl-P","Sample_011873",5.82172224385982,56892.2664627975,42,FALSE,68957.2574841142
"Carbamoyl-P","Sample_011833",18.7717006257429,185127.175520516,43,FALSE,223731.626579084
"Carbamoyl-P","Sample_011838",15.1470863643198,149199.927150934,44,FALSE,179787.699734133
"Carbamoyl-P","Sample_011843",19.560704371569,192166.97166859,45,FALSE,230891.502487846
"Carbamoyl-P","Sample_011893",17.2798732996334,171244.154019522,46,FALSE,205157.054092373
"Carbamoyl-P","Sample_011898",20.4984715171796,201026.776092417,47,FALSE,240142.894197282
"Carbamoyl-P","Sample_011903",17.6430350584593,175185.398995477,48,FALSE,208671.187395125
"Carbamoyl-P","QC_S_5",7.9628446261567,79108.1793079233,49,TRUE,93958.9841402811
"Carbamoyl-P","Sample_011824",16.8994714203639,176628.951963088,51,FALSE,196974.353015602
"Carbamoyl-P","Sample_011864",17.1043370098647,182814.619861017,52,FALSE,197831.251456525
"Carbamoyl-P","Sample_011869",21.5894984319358,236411.361669295,53,FALSE,248467.746603517
"Carbamoyl-P","Sample_011874",14.1384444670209,160891.596351357,54,FALSE,164366.234270593
"Carbamoyl-P","Sample_011834",12.6717526062485,147191.659168813,55,FALSE,146278.338248039
"Carbamoyl-P","Sample_011839",15.7273444514589,185483.957045741,56,FALSE,179449.596827056
"Carbamoyl-P","Sample_011844",8.96982053823657,112360.988761985,57,FALSE,105899.990463268
"Carbamoyl-P","Sample_011894",17.8644100300351,220738.860411325,58,FALSE,202811.592327523
"Carbamoyl-P","Sample_011899",13.6617350943816,173068.904534204,59,FALSE,155110.653221321
"Carbamoyl-P","Sample_011904",13.7640638818357,176950.069046375,60,FALSE,154790.241953084
"Carbamoyl-P","QC_S_6",7.9628446261567,109983.096065647,61,TRUE,93958.9841402811
"Citrate","QC_S_1",16936.6203991677,2507171.50786937,1,TRUE,3811746.60659697
"Citrate","Sample_011820",77069.3845026279,13651750.1594074,3,FALSE,21038262.2670543
"Citrate","Sample_011860",51825.3461379606,9250837.56527169,4,FALSE,14354018.6983227
"Citrate","Sample_011865",9836.32453595516,1539318.91979755,5,FALSE,2404985.389824
"Citrate","Sample_011870",40310.0523639945,6528302.9965033,6,FALSE,10270610.7061394
"Citrate","Sample_011830",49004.745936601,7717037.67189995,7,FALSE,12225869.4149973
"Citrate","Sample_011835",103824.689119603,15377311.9961914,8,FALSE,24533756.9679417
"Citrate","Sample_011840",48928.5124878907,7320398.36932378,9,FALSE,11762360.454075
"Citrate","Sample_011890",27101.2044159512,3915724.52514745,10,FALSE,6336799.69459938
"Citrate","Sample_011895",48398.1768838617,6908329.70410291,11,FALSE,11260333.2459202
"Citrate","Sample_011900",66160.1694795938,9231971.55355489,12,FALSE,15157080.7826896
"Citrate","QC_S_2",16936.6203991677,2304820.36941374,13,TRUE,3811746.60659697
"Citrate","Sample_011821",63536.8332364843,10500369.2036031,15,FALSE,14417153.2144804
"Citrate","Sample_011861",67572.6700770603,11805979.8148922,16,FALSE,14941331.1145991
"Citrate","Sample_011866",34861.2052557473,6501234.1937671,17,FALSE,7630673.69907477
"Citrate","Sample_011871",23125.0301010281,4633292.35548467,18,FALSE,5070257.16807124
"Citrate","Sample_011831",40453.4337011242,8711824.43144768,19,FALSE,8929259.8168422
"Citrate","Sample_011836",26413.6731242121,5992349.26779631,20,FALSE,5775868.49962779
"Citrate","Sample_011841",45207.2276053009,10762999.8116796,21,FALSE,9790675.07313281
"Citrate","Sample_011891",18131.3462737928,4770412.28730291,22,FALSE,4108378.32904946
"Citrate","Sample_011896",38347.4863703309,10205445.2090221,23,FALSE,8344780.33274678
"Citrate","Sample_011901",39826.8181157813,11425911.0624655,24,FALSE,8893111.91434828
"Citrate","QC_S_3",16936.6203991677,5133034.03173255,25,TRUE,3811746.60659697
"Citrate","Sample_011822",66378.4485481753,19201187.9372972,27,FALSE,14546538.1611395
"Citrate","Sample_011862",23610.7524339462,6671379.10777518,28,FALSE,5105684.44472894
"Citrate","Sample_011867",45576.7378392404,12799820.7098227,29,FALSE,9896786.6365728
"Citrate","Sample_011872",20071.5226667051,5593821.2646232,30,FALSE,4370156.49005043
"Citrate","Sample_011832",19117.490144441,5391655.77553877,31,FALSE,4256530.19385201
"Citrate","Sample_011837",42697.9380259941,11865707.0387584,32,FALSE,9467175.14643479
"Citrate","Sample_011842",32732.6815178297,9060692.1492764,33,FALSE,7306855.07327559
"Citrate","Sample_011892",33463.9734820878,9243722.28830578,34,FALSE,7535437.92392179
"Citrate","Sample_011897",15255.4814570046,4234906.86541513,35,FALSE,3490191.16917976
"Citrate","Sample_011902",80302.7149549052,22309030.8309242,36,FALSE,18590119.7730381
"Citrate","QC_S_4",16936.6203991677,4523481.80176625,37,TRUE,3811746.60659697
"Citrate","Sample_011823",36531.8674424378,9859455.39603918,39,FALSE,8402281.25791716
"Citrate","Sample_011863",31907.9027124128,8558283.52433265,40,FALSE,7334970.05746935
"Citrate","Sample_011868",81650.0579834415,21739000.015878,41,FALSE,18738409.4067234
"Citrate","Sample_011873",11585.5511048318,3019141.64182979,42,FALSE,2617413.83899177
"Citrate","Sample_011833",154491.536575633,40276949.8485641,43,FALSE,35120092.4904322
"Citrate","Sample_011838",33160.5469301736,8559648.21853038,44,FALSE,7507230.60878917
"Citrate","Sample_011843",24449.6045701597,6239634.2054692,45,FALSE,5504558.57564035
"Citrate","Sample_011893",15513.4727925612,3958806.6836349,46,FALSE,3513032.16725278
"Citrate","Sample_011898",83557.1901462002,20915674.5951212,47,FALSE,18670643.4931256
"Citrate","Sample_011903",13754.1710393714,3455242.44807047,48,FALSE,3102778.75042018
"Citrate","QC_S_5",16936.6203991677,4219406.72856238,49,TRUE,3811746.60659697
"Citrate","Sample_011824",45695.3541159365,11228731.8757857,51,FALSE,10158645.5282731
"Citrate","Sample_011864",33245.4588286856,8100773.88164798,52,FALSE,7334122.88003827
"Citrate","Sample_011869",82226.105442056,19921677.5366312,53,FALSE,18049467.2118116
"Citrate","Sample_011874",24160.0396605684,5908541.56451396,54,FALSE,5357174.7776188
"Citrate","Sample_011834",60142.9796732647,14594280.1601409,55,FALSE,13242057.5425771
"Citrate","Sample_011839",32062.9674803309,7684713.93517531,56,FALSE,6977791.69525477
"Citrate","Sample_011844",14210.993619075,3521727.74096497,57,FALSE,3200101.90959049
"Citrate","Sample_011894",30841.5599262414,7344151.56979595,58,FALSE,6678326.23067534
"Citrate","Sample_011899",20771.720647976,4943007.13922736,59,FALSE,4498165.57691617
"Citrate","Sample_011904",20235.0994140364,4766140.10858275,60,FALSE,4340396.84863852
"Citrate","QC_S_6",16936.6203991677,4182565.2002375,61,TRUE,3811746.60659697
"Citrulline","QC_S_1",10156.5993462717,1571309.0691871,1,TRUE,3499493.8317072
"Citrulline","Sample_011820",26003.4385761269,5618179.74567997,3,FALSE,10867218.4690957
"Citrulline","Sample_011860",34592.9760096129,8081791.38994466,4,FALSE,14668268.9646378
"Citrulline","Sample_011865",16721.593333627,3661352.31966188,5,FALSE,6259172.10535794
"Citrulline","Sample_011870",26069.089844243,6293907.30350985,6,FALSE,10168769.8387998
"Citrulline","Sample_011830",28764.5615369655,7173428.30597496,7,FALSE,10986491.1975647
"Citrulline","Sample_011835",17164.908319259,4265498.69202383,8,FALSE,6209613.22673789
"Citrulline","Sample_011840",25545.3311170578,6777694.16114683,9,FALSE,9401640.71819262
"Citrulline","Sample_011890",21849.2456034825,5904219.57501556,10,FALSE,7821273.57072704
"Citrulline","Sample_011895",26083.2329805336,7329153.68307797,11,FALSE,9290590.20837347
"Citrulline","Sample_011900",25309.0963038611,7304397.81868476,12,FALSE,8876775.5217268
"Citrulline","QC_S_2",10156.5993462717,2998551.80040841,13,TRUE,3499493.8317072
"Citrulline","Sample_011821",16417.1850270528,5277495.27639441,15,FALSE,5703117.04090847
"Citrulline","Sample_011861",25778.5663827518,8374135.28541501,16,FALSE,8726430.10401114
"Citrulline","Sample_011866",21057.1523492215,7013213.50870351,17,FALSE,7056344.36316094
"Citrulline","Sample_011871",17324.0114075373,5978754.29935781,18,FALSE,5815081.21945213
"Citrulline","Sample_011831",15896.3851584059,5707004.08544019,19,FALSE,5371778.40676876
"Citrulline","Sample_011836",19038.3243586293,6989567.51657255,20,FALSE,6373483.45189783
"Citrulline","Sample_011841",19695.9537922925,7385402.83374176,21,FALSE,6530424.65547741
"Citrulline","Sample_011891",8748.3333488051,3536052.63730272,22,FALSE,3034766.93500261
"Citrulline","Sample_011896",14637.423301889,5848987.21005335,23,FALSE,4876433.23390825
"Citrulline","Sample_011901",9520.55813429718,4015218.26047674,24,FALSE,3254619.32726629
"Citrulline","QC_S_3",10156.5993462717,4437207.48905161,25,TRUE,3499493.8317072
"Citrulline","Sample_011822",13693.5610459033,5823192.67845303,27,FALSE,4594186.25586239
"Citrulline","Sample_011862",15790.6418722365,6624912.39819213,28,FALSE,5227614.68403647
"Citrulline","Sample_011867",15070.976477148,6348228.80199025,29,FALSE,5010164.72702335
"Citrulline","Sample_011872",15675.963606412,6619651.19643354,30,FALSE,5225291.91961697
"Citrulline","Sample_011832",11077.79423721,4782844.89651924,31,FALSE,3776050.38417983
"Citrulline","Sample_011837",16377.06307728,7040145.68247172,32,FALSE,5559160.0015937
"Citrulline","Sample_011842",16203.4845905458,7011539.51955727,33,FALSE,5537541.21858769
"Citrulline","Sample_011892",17720.6326597512,7733751.22862025,34,FALSE,6108996.1993947
"Citrulline","Sample_011897",13561.9470665909,6012419.06637433,35,FALSE,4750124.41544056
"Citrulline","Sample_011902",17121.9710927435,7679510.21277113,36,FALSE,6068276.50753547
"Citrulline","QC_S_4",10156.5993462717,4427894.67351755,37,TRUE,3499493.8317072
"Citrulline","Sample_011823",9145.85975893775,3915447.96522262,39,FALSE,3220397.80891728
"Citrulline","Sample_011863",18783.4773732104,7873747.6415414,40,FALSE,6610521.54528975
"Citrulline","Sample_011868",14626.6179915057,5993935.5290718,41,FALSE,5139013.84528263
"Citrulline","Sample_011873",9036.69905896293,3568195.1881477,42,FALSE,3125540.70723175
"Citrulline","Sample_011833",14639.1298689976,5690318.3578076,43,FALSE,5094785.03819577
"Citrulline","Sample_011838",18849.0768387102,7134979.25033911,44,FALSE,6532926.91428643
"Citrulline","Sample_011843",17652.3157695242,6494538.79745651,45,FALSE,6084319.17544559
"Citrulline","Sample_011893",14974.2155996768,5412916.29852791,46,FALSE,5191308.31683741
"Citrulline","Sample_011898",19339.7720900855,6734644.15160593,47,FALSE,6615862.24768142
"Citrulline","Sample_011903",17077.5419586586,5857965.68335359,48,FALSE,5897954.14546819
"Citrulline","QC_S_5",10156.5993462717,3389210.01070674,49,TRUE,3499493.8317072
"Citrulline","Sample_011824",18220.3838994064,6237269.40095066,51,FALSE,6201274.06459457
"Citrulline","Sample_011864",19147.4665442279,6624963.0440387,52,FALSE,6466761.04076635
"Citrulline","Sample_011869",18919.1932571883,6632122.52749148,53,FALSE,6357947.27949788
"Citrulline","Sample_011874",17090.7915615754,6160211.11636584,54,FALSE,5801763.12003638
"Citrulline","Sample_011834",16861.3704265255,6140793.38347142,55,FALSE,5683593.9397987
"Citrulline","Sample_011839",19661.3128979993,7199862.04438629,56,FALSE,6550680.88894653
"Citrulline","Sample_011844",11290.1327791036,4350577.28961773,57,FALSE,3892226.06762939
"Citrulline","Sample_011894",18457.089224301,6953333.13587696,58,FALSE,6118629.39402181
"Citrulline","Sample_011899",17076.8928737208,6539481.35616105,59,FALSE,5661499.34440936
"Citrulline","Sample_011904",18328.7350958158,7064601.806852,60,FALSE,6018887.61751405
"Citrulline","QC_S_6",10156.5993462717,4172789.94737181,61,TRUE,3499493.8317072
"Creatinine","QC_S_1",289133.846758524,11786891.401838,1,TRUE,15142874.3780215
"Creatinine","Sample_011820",1023954.9004845,52172918.8530659,3,FALSE,65046048.6638083
"Creatinine","Sample_011860",1483826.28197263,77843707.8627039,4,FALSE,95637116.1992069
"Creatinine","Sample_011865",361268.131241392,16974581.1935172,5,FALSE,20555183.7025684
"Creatinine","Sample_011870",985199.713792998,48931455.2779614,6,FALSE,58414316.5201546
"Creatinine","Sample_011830",932617.855655334,45997093.9813851,7,FALSE,54144887.2400141
"Creatinine","Sample_011835",379583.438367408,17979401.6263005,8,FALSE,20872899.9584394
"Creatinine","Sample_011840",1164493.55560408,56886776.8471178,9,FALSE,65145088.3808085
"Creatinine","Sample_011890",713925.605678454,34382167.1281672,10,FALSE,38846014.036238
"Creatinine","Sample_011895",1049255.063439,50954366.6030444,11,FALSE,56808775.9155807
"Creatinine","Sample_011900",1061032.5935663,51407806.1169372,12,FALSE,56566563.8229173
"Creatinine","QC_S_2",289133.846758524,13941418.3765749,13,TRUE,15142874.3780215
"Creatinine","Sample_011821",663722.843306428,34982185.3381802,15,FALSE,35047159.9257097
"Creatinine","Sample_011861",1614653.29440491,86147406.940357,16,FALSE,83082510.274122
"Creatinine","Sample_011866",882861.357356615,48371486.2904052,17,FALSE,44970230.1115903
"Creatinine","Sample_011871",609373.94527689,34647819.1812058,18,FALSE,31091643.475309
"Creatinine","Sample_011831",533231.033633037,31583660.2006278,19,FALSE,27389720.6666891
"Creatinine","Sample_011836",731732.988971315,44379273.2866025,20,FALSE,37235162.1647956
"Creatinine","Sample_011841",715109.767570081,44351616.163927,21,FALSE,36040398.9951584
"Creatinine","Sample_011891",229388.659118754,15353469.555282,22,FALSE,12095517.0232545
"Creatinine","Sample_011896",493352.996260401,32680405.670874,23,FALSE,24983190.1769766
"Creatinine","Sample_011901",294426.265947429,20605476.2898498,24,FALSE,15299132.8117961
"Creatinine","QC_S_3",289133.846758524,20981712.4312454,25,TRUE,15142874.3780215
"Creatinine","Sample_011822",627973.676281281,40697772.5625573,27,FALSE,32024776.6081651
"Creatinine","Sample_011862",817465.560214911,49916511.6409497,28,FALSE,41136347.1157384
"Creatinine","Sample_011867",776184.544150724,45342799.0371428,29,FALSE,39221850.2737662
"Creatinine","Sample_011872",862876.240573827,48033920.1677463,30,FALSE,43719712.3726859
"Creatinine","Sample_011832",451444.368993582,24356573.4139111,31,FALSE,23390591.290091
"Creatinine","Sample_011837",939659.576925353,47703982.5798257,32,FALSE,48483746.3401064
"Creatinine","Sample_011842",959545.158715589,46183708.0303054,33,FALSE,49845555.9064673
"Creatinine","Sample_011892",1098556.64549689,50033733.6187544,34,FALSE,57565934.7932589
"Creatinine","Sample_011897",663350.710579096,28669091.9128087,35,FALSE,35316577.7075645
"Creatinine","Sample_011902",1229974.05262414,49987100.1239062,36,FALSE,66261311.2173492
"Creatinine","QC_S_4",289133.846758524,10554773.9201843,37,TRUE,15142874.3780215
"Creatinine","Sample_011823",451935.345381979,18043581.7408349,39,FALSE,24188768.9943716
"Creatinine","Sample_011863",1411029.47101866,58153256.9809202,40,FALSE,75482849.6523706
"Creatinine","Sample_011868",1115454.30601734,47352659.334956,41,FALSE,59571718.2751338
"Creatinine","Sample_011873",367452.856567801,15828526.2049772,42,FALSE,19318323.8249391
"Creatinine","Sample_011833",871423.872794926,38899398.7806143,43,FALSE,46099108.6658237
"Creatinine","Sample_011838",980540.12729178,44853871.0015627,44,FALSE,51657758.7704717
"Creatinine","Sample_011843",899358.882388566,42065802.1521019,45,FALSE,47118971.5795882
"Creatinine","Sample_011893",586977.53991203,28371527.9195905,46,FALSE,30931907.1978342
"Creatinine","Sample_011898",1003200.97071393,49123017.6798057,47,FALSE,52164556.5346626
"Creatinine","Sample_011903",612471.855821329,31064498.8816218,48,FALSE,32152492.1890136
"Creatinine","QC_S_5",289133.846758524,15000978.7250769,49,TRUE,15142874.3780215
